Date,VOO,QQQ,SPY,VTI,VT,VXUS,SCHD,BND,TLT,GLD,IWM,XLK,XLF,XLV,VNQ
2019-10-17,391.86,523.03,468.65,200.88,87.59,66.45,79.82,76.78,96.58,215.92,224.38,236.51,36.0,131.49,94.62
2019-10-18,393.96,518.45,471.98,200.03,87.72,66.42,80.41,77.01,96.02,218.58,224.65,233.5,36.12,132.35,95.65
2019-10-21,408.49,510.14,471.1,197.95,85.91,67.76,81.45,77.1,95.57,216.04,226.22,232.79,35.94,132.43,94.26
2019-10-22,410.88,506.51,466.74,198.54,84.55,67.66,79.61,76.82,97.22,215.5,222.86,242.95,35.82,130.86,94.98
2019-10-23,415.49,506.57,472.37,197.09,85.04,67.57,79.93,76.75,97.92,214.32,224.1,237.84,35.6,130.32,94.31
2019-10-24,419.43,504.13,468.27,196.22,85.85,66.73,79.03,76.92,96.78,212.34,222.95,236.46,36.38,131.39,94.85
2019-10-25,422.21,500.04,475.68,198.77,85.19,67.3,79.38,77.05,97.89,211.9,223.6,232.0,37.0,130.94,95.85
2019-10-28,421.16,491.47,474.61,200.42,85.04,67.89,79.49,77.13,98.78,210.45,226.38,232.57,37.25,128.44,96.05
2019-10-29,424.38,491.25,481.95,200.81,85.29,68.38,79.94,77.36,98.58,210.52,222.98,228.86,37.82,128.46,94.78
2019-10-30,421.48,482.23,485.25,198.49,85.84,68.02,79.65,77.28,98.82,210.62,222.28,228.67,38.18,127.28,93.84
2019-10-31,420.74,487.14,484.83,198.99,84.34,67.61,78.45,77.34,98.81,209.6,222.04,222.66,38.27,127.48,93.1
2019-11-01,419.01,487.93,482.66,201.08,83.71,66.86,78.2,76.52,100.29,209.01,220.69,224.72,37.63,129.28,91.13
2019-11-04,419.53,479.26,481.32,200.46,83.49,66.93,78.49,76.42,99.7,208.67,223.28,228.69,37.53,130.21,92.32
2019-11-05,428.91,477.68,483.48,203.12,84.04,66.31,79.17,76.62,99.82,210.1,221.34,227.64,37.4,132.03,92.46
2019-11-06,421.54,473.44,484.04,205.69,85.92,65.64,78.44,76.53,99.5,209.9,219.88,227.37,36.93,131.44,91.3
2019-11-07,424.48,475.62,481.54,209.02,85.78,65.41,79.13,76.43,98.43,211.36,218.0,227.02,36.33,131.33,92.84
2019-11-08,418.21,483.94,480.99,209.73,84.75,65.15,78.75,76.19,100.07,212.43,221.08,227.75,36.54,130.18,92.13
2019-11-11,416.55,472.79,481.56,210.99,85.08,64.86,79.01,76.44,99.18,213.47,219.8,227.79,36.69,129.45,92.42
2019-11-12,421.03,473.76,472.08,213.91,86.1,65.14,78.71,76.58,99.36,215.95,221.16,230.38,36.22,128.45,91.59
2019-11-13,421.49,473.09,474.33,214.92,86.21,65.21,78.86,76.79,98.06,214.02,226.75,234.48,35.92,127.02,89.52
2019-11-14,417.39,477.37,470.15,214.0,85.55,65.06,79.47,76.38,97.77,213.24,226.63,232.01,36.41,128.61,88.16
2019-11-15,414.77,478.94,465.23,213.2,86.31,65.18,78.7,76.35,98.09,216.37,229.89,231.18,36.06,126.29,87.74
2019-11-18,417.63,474.68,458.02,213.78,86.84,64.63,78.29,76.29,97.49,215.97,234.83,234.23,36.14,127.87,88.66
2019-11-19,414.95,473.06,450.45,211.27,86.09,64.71,78.44,76.23,97.93,211.04,237.96,229.78,36.08,129.33,89.04
2019-11-20,416.0,468.6,444.88,211.09,86.41,64.81,80.02,76.09,97.73,210.74,238.0,223.67,36.3,129.96,89.21
2019-11-21,416.37,475.23,442.09,213.38,87.2,63.97,79.48,76.02,98.6,211.02,240.02,224.53,35.96,128.74,87.21
2019-11-22,414.01,475.64,450.45,209.06,88.14,64.55,80.84,76.23,99.62,206.55,236.22,226.24,36.01,127.0,88.49
2019-11-25,422.59,487.31,448.41,212.19,88.12,64.07,82.2,75.78,99.19,208.86,234.0,224.13,36.09,126.44,88.74
2019-11-26,425.33,487.23,449.35,214.54,87.87,64.13,82.17,76.21,99.25,207.69,232.31,222.5,36.2,127.19,88.65
2019-11-27,417.39,483.17,451.25,213.71,88.86,64.81,82.0,76.34,99.4,208.29,238.96,220.31,36.24,127.25,89.82
2019-11-28,418.32,474.25,452.01,214.91,87.94,65.36,81.57,76.34,99.87,207.96,236.61,217.82,36.4,126.14,91.11
2019-11-29,415.91,463.75,451.87,215.02,88.31,65.4,81.56,76.56,99.89,205.81,234.23,220.07,37.31,127.47,92.34
2019-12-02,419.45,454.78,446.97,217.62,87.28,65.2,80.65,76.22,100.04,204.06,231.25,216.63,38.41,129.42,92.11
2019-12-03,416.51,456.58,453.29,219.75,88.13,65.77,80.63,76.07,99.87,202.54,232.97,215.99,38.15,129.22,91.09
2019-12-04,416.26,459.77,461.23,216.94,87.96,66.18,81.65,76.05,99.96,204.39,233.48,213.43,37.16,129.4,92.14
2019-12-05,418.44,450.89,454.1,218.25,88.97,65.83,81.28,76.39,100.95,204.19,236.77,209.28,37.42,127.73,90.74
2019-12-06,422.07,456.24,449.9,217.93,89.39,65.39,81.15,76.39,101.45,203.37,238.86,211.95,37.51,127.32,92.77
2019-12-09,417.48,453.74,448.91,218.2,88.46,64.21,80.05,76.5,102.0,201.86,234.81,210.58,37.98,127.95,92.83
2019-12-10,416.36,454.85,445.01,216.81,89.6,64.32,80.33,76.37,102.56,203.89,232.51,211.28,38.11,128.41,91.75
2019-12-11,414.69,464.36,447.33,220.49,90.86,64.29,80.53,76.5,102.45,206.38,236.6,207.01,38.15,127.89,90.49
2019-12-12,412.33,469.88,444.45,222.76,91.6,64.95,80.61,76.91,102.71,208.43,236.09,205.03,38.66,127.63,89.21
2019-12-13,419.4,468.57,453.74,221.31,91.02,65.18,80.49,77.16,101.87,209.32,239.72,207.33,39.23,127.19,89.38
2019-12-16,421.21,463.59,459.04,218.63,90.8,65.96,80.33,77.15,102.86,209.87,239.36,214.91,38.62,126.93,89.4
2019-12-17,416.39,451.29,460.16,217.93,90.95,65.57,80.7,77.32,100.7,207.83,236.54,209.17,38.28,127.46,88.18
2019-12-18,420.2,447.47,464.83,218.93,90.42,66.25,80.71,77.47,100.64,207.46,235.73,208.74,38.25,125.3,87.85
2019-12-19,428.82,446.55,469.89,219.53,91.8,65.96,80.95,77.61,101.52,206.35,232.94,210.08,38.3,125.27,86.52
2019-12-20,433.21,441.26,467.59,222.24,91.95,66.43,81.12,77.89,100.48,203.31,231.38,208.44,38.22,125.72,87.12
2019-12-23,427.2,440.8,464.19,224.0,89.79,65.59,81.9,78.17,100.79,205.12,232.06,211.04,38.42,125.14,87.09
2019-12-24,425.45,441.48,464.73,226.16,90.09,65.75,82.39,78.15,100.28,204.0,233.64,208.66,38.87,124.66,86.75
2019-12-25,430.74,440.5,468.72,226.97,89.85,64.62,82.55,78.31,100.01,206.05,229.05,209.25,39.64,124.22,85.51
2019-12-26,428.07,437.15,469.54,224.1,89.82,64.48,83.61,78.23,100.73,207.58,229.1,207.89,39.92,123.75,85.25
2019-12-27,430.07,438.34,462.75,223.79,89.56,64.75,83.93,78.01,100.89,208.58,227.49,211.55,39.54,123.81,84.87
2019-12-30,433.42,441.04,459.44,226.14,90.23,64.47,84.86,77.95,99.35,209.68,225.73,209.72,39.49,124.01,85.2
2019-12-31,429.83,435.25,459.32,226.13,91.15,63.89,85.32,77.94,98.62,208.67,226.19,208.84,39.47,121.76,85.39
2020-01-01,429.79,443.24,459.19,227.32,91.41,64.39,84.06,77.55,99.36,211.89,224.71,211.73,39.72,122.52,86.19
2020-01-02,416.83,442.95,467.95,226.74,91.17,64.34,85.0,77.76,99.7,212.02,228.72,208.87,39.91,122.26,85.74
2020-01-03,413.0,443.32,462.03,224.64,91.17,64.08,85.12,77.1,101.03,212.59,232.23,209.21,40.85,124.4,83.96
2020-01-06,412.21,447.54,464.44,224.49,91.22,64.13,85.12,77.76,102.32,211.52,235.78,204.08,40.65,123.14,84.93
2020-01-07,407.55,449.12,471.17,225.25,90.61,65.64,85.35,78.14,102.07,209.95,234.4,201.15,40.84,122.26,84.05
2020-01-08,414.03,454.79,481.49,223.96,91.1,66.32,85.14,78.09,104.0,210.82,231.65,202.36,41.95,122.09,83.03
2020-01-09,408.63,456.7,479.86,223.57,91.5,67.02,85.34,78.1,104.03,211.25,231.98,199.72,41.68,122.59,83.01
2020-01-10,407.12,453.45,482.3,221.69,92.78,67.3,84.96,78.18,103.28,209.93,231.64,198.36,41.77,120.53,83.32
2020-01-13,407.82,455.78,485.11,224.14,93.84,67.41,85.88,78.05,102.8,207.51,229.95,199.86,41.33,119.7,82.85
2020-01-14,413.57,449.49,486.21,223.62,93.31,66.01,85.83,78.1,101.05,205.4,226.64,198.39,41.39,120.38,82.37
2020-01-15,408.15,450.37,485.97,226.8,94.01,65.63,85.6,78.08,102.29,207.46,226.61,200.8,41.04,119.43,82.03
2020-01-16,412.83,450.45,488.19,230.18,93.26,65.37,84.98,78.06,103.53,206.47,225.55,201.54,41.54,120.92,83.37
2020-01-17,413.07,449.54,476.72,230.12,93.87,64.31,85.2,78.12,102.74,205.95,227.59,202.9,41.62,120.49,83.4
2020-01-20,409.44,449.08,480.0,228.03,93.47,63.67,85.37,77.8,102.57,208.44,229.59,206.54,41.19,119.59,82.51
2020-01-21,411.42,438.7,480.78,223.65,92.66,62.57,85.67,77.82,102.66,206.58,232.86,207.6,41.6,120.28,81.64
2020-01-22,412.39,435.92,479.98,220.64,92.92,62.57,84.99,77.87,101.92,205.4,229.26,212.18,41.7,122.04,81.43
2020-01-23,410.25,436.69,489.47,217.88,90.76,63.04,83.9,77.91,100.57,204.15,230.51,215.01,42.17,122.54,81.68
2020-01-24,410.71,437.83,486.57,220.83,89.4,63.67,84.37,77.87,100.42,206.9,228.49,213.6,41.63,123.96,82.15
2020-01-27,409.41,432.43,484.92,221.17,89.29,63.92,85.43,78.16,100.19,210.33,225.07,217.58,41.82,125.84,82.29
2020-01-28,410.05,439.58,494.26,222.09,89.38,63.4,84.74,78.08,99.9,211.68,223.94,218.53,42.2,124.88,81.53
2020-01-29,412.81,435.04,490.59,217.54,89.12,62.34,85.88,78.14,100.08,213.08,227.04,217.49,42.02,125.96,81.17
2020-01-30,419.19,440.62,488.26,215.18,87.92,61.39,86.11,78.47,101.17,212.12,226.07,218.49,41.43,124.33,81.87
2020-01-31,414.49,443.25,487.79,217.09,87.31,60.72,86.14,78.46,100.94,215.56,230.62,222.01,41.43,124.85,80.83
2020-02-03,423.04,439.9,491.88,217.78,87.64,60.26,85.9,78.52,101.08,216.08,232.3,223.57,42.02,124.82,80.43
2020-02-04,415.44,450.01,493.06,217.58,88.13,60.19,84.96,78.51,101.64,217.64,231.24,229.38,42.57,126.25,81.0
2020-02-05,415.04,443.51,487.25,218.84,88.14,59.67,85.68,78.83,102.08,217.5,234.71,232.99,42.38,127.61,81.83
2020-02-06,417.54,448.91,485.01,222.33,89.08,59.86,85.17,78.77,101.61,217.08,236.13,234.85,41.78,128.3,81.68
2020-02-07,418.85,454.83,482.44,221.97,89.42,59.76,84.66,79.1,101.69,220.09,233.44,231.68,41.59,128.7,81.32
2020-02-10,416.59,451.26,482.3,222.22,88.86,59.78,85.38,79.08,102.12,221.11,239.0,231.27,41.38,129.33,80.13
2020-02-11,415.97,459.45,484.45,222.73,88.67,60.4,84.1,78.88,101.26,223.79,239.88,231.66,41.61,129.46,80.63
2020-02-12,414.23,458.27,486.58,227.87,87.61,59.79,83.08,79.06,102.23,224.31,240.03,234.06,41.57,129.44,81.86
2020-02-13,412.12,460.21,478.63,223.46,87.56,60.02,83.1,78.99,103.35,222.81,237.54,236.3,41.23,131.15,84.27
2020-02-14,415.62,461.99,483.65,225.01,88.45,60.03,83.33,79.15,102.79,221.8,241.16,237.02,41.76,133.01,84.67
2020-02-17,417.22,461.49,485.01,224.87,89.01,59.87,83.7,78.48,102.95,222.04,242.83,237.59,41.84,132.9,84.64
2020-02-18,414.69,466.48,491.57,226.19,90.14,60.36,83.52,78.49,103.46,220.95,244.85,240.13,42.06,133.24,83.79
2020-02-19,418.41,471.42,493.85,224.89,89.94,60.84,85.29,78.39,103.04,219.0,243.39,237.44,41.26,133.39,82.03
2020-02-20,419.82,461.31,499.2,224.89,91.04,60.35,85.16,78.14,103.42,221.21,246.04,243.19,40.14,131.56,82.22
2020-02-21,423.25,469.17,501.62,226.51,90.91,60.27,85.03,78.01,103.56,220.27,248.96,236.47,39.5,131.22,84.44
2020-02-24,425.97,459.62,508.22,233.28,92.13,60.44,84.51,77.88,102.42,220.57,246.96,241.4,39.3,133.13,85.68
2020-02-25,422.83,465.87,510.95,235.17,92.14,60.31,84.63,77.87,102.78,221.16,242.65,241.43,39.57,132.31,86.79
2020-02-26,420.8,472.76,510.7,233.4,92.75,60.63,85.09,77.55,101.94,220.15,244.53,244.95,38.53,134.84,87.06
2020-02-27,423.97,466.55,521.89,232.58,93.99,60.8,85.96,77.63,102.67,222.82,239.78,246.36,39.24,136.29,87.44
2020-02-28,426.62,464.41,526.5,231.69,93.86,61.8,84.95,77.98,102.15,220.83,240.33,247.72,39.33,136.83,85.07
2020-03-02,426.74,458.22,529.58,227.87,94.08,60.98,84.81,78.06,102.04,221.36,239.07,249.8,39.95,137.57,85.83
2020-03-03,427.41,457.25,523.43,227.27,95.18,60.94,85.16,78.26,103.1,221.86,242.84,252.78,39.56,136.51,85.3
2020-03-04,432.78,455.75,517.29,228.95,95.1,60.46,85.6,78.54,103.5,221.81,241.73,251.81,39.8,136.25,84.64
2020-03-05,430.56,460.49,518.94,226.3,94.03,60.8,85.64,78.86,102.66,219.51,245.2,255.6,39.86,138.05,84.36
2020-03-06,432.99,468.37,519.88,228.65,95.84,59.95,86.05,79.33,101.88,221.13,243.71,251.94,40.24,137.36,84.05
2020-03-09,432.37,476.89,517.09,229.82,95.47,60.15,85.52,79.22,101.43,222.52,246.88,252.1,40.15,138.7,83.39
2020-03-10,431.69,473.79,518.01,228.33,95.64,59.84,86.64,79.05,101.74,221.35,253.38,255.2,40.38,137.08,83.43
2020-03-11,436.38,472.82,526.01,228.13,96.65,59.46,87.38,79.25,102.02,222.68,250.07,258.9,40.9,135.69,82.93
2020-03-12,439.99,463.08,529.69,231.69,96.17,58.72,86.45,79.44,101.38,223.42,251.09,260.74,40.61,138.02,83.05
2020-03-13,443.58,458.65,524.21,233.4,95.35,58.5,85.73,79.64,100.5,221.13,259.89,259.51,40.74,138.07,81.67
2020-03-16,449.26,464.5,523.89,233.53,95.59,59.07,85.03,80.13,100.72,219.63,260.21,262.92,39.88,137.48,81.5
2020-03-17,449.57,474.23,520.14,233.12,94.12,59.08,85.53,80.14,100.59,221.73,260.52,260.66,40.21,139.19,80.51
2020-03-18,452.68,467.14,518.46,233.4,93.91,59.42,84.67,80.26,102.24,222.35,263.21,267.18,41.12,140.78,79.95
2020-03-19,451.57,463.93,516.66,232.38,94.15,60.31,84.47,80.02,102.27,221.37,263.45,267.06,40.55,141.98,80.11
2020-03-20,453.16,464.05,514.55,227.87,93.96,60.47,84.82,80.56,103.68,219.87,257.89,261.55,40.52,141.33,78.68
2020-03-23,452.82,465.97,508.67,232.38,92.71,60.19,84.81,80.49,102.77,218.99,261.67,257.4,40.94,141.03,77.97
2020-03-24,453.45,461.49,508.28,232.83,94.05,60.45,85.02,80.42,101.56,218.25,255.17,257.74,40.97,141.48,78.5
2020-03-25,456.22,464.23,505.81,233.82,94.17,60.18,84.31,80.34,100.71,216.79,253.93,258.43,41.06,142.41,77.26
2020-03-26,452.91,461.74,492.03,233.8,95.39,59.93,84.75,80.19,101.62,213.75,257.89,265.67,40.89,141.84,78.85
2020-03-27,462.08,461.93,501.79,232.29,95.21,59.14,84.36,80.01,102.98,215.8,256.84,262.03,40.71,142.11,79.95
2020-03-30,457.91,465.38,507.17,231.99,94.5,59.64,84.17,79.89,102.38,217.56,254.69,262.36,40.69,142.51,79.52
2020-03-31,452.87,465.7,505.59,228.59,94.76,59.45,84.37,79.56,102.03,215.35,257.62,258.7,40.72,144.19,78.84
2020-04-01,458.04,463.41,505.9,233.62,94.61,59.56,84.47,79.37,101.14,215.64,254.96,257.12,40.19,145.21,79.05
2020-04-02,461.69,463.05,500.52,231.01,93.66,59.04,84.52,79.87,99.76,214.1,251.13,263.3,40.17,143.34,77.77
2020-04-03,464.63,462.81,508.76,228.87,94.91,59.28,84.04,80.06,100.31,213.69,252.1,259.34,40.9,143.14,76.03
2020-04-06,467.61,460.93,518.1,228.02,94.42,58.9,83.86,80.3,100.49,213.14,251.62,261.64,40.72,142.03,75.66
2020-04-07,467.78,459.7,519.09,230.91,92.93,58.84,83.9,80.61,100.5,212.44,247.78,263.25,40.16,142.8,75.57
2020-04-08,464.03,469.23,524.34,231.05,94.05,59.31,82.99,81.09,99.45,215.97,249.86,263.35,40.11,144.02,75.67
2020-04-09,464.59,472.83,525.44,228.46,93.66,59.74,82.71,80.64,100.69,215.25,251.42,265.43,39.8,144.22,75.17
2020-04-10,461.84,471.35,519.03,231.28,93.19,59.75,83.0,80.34,100.31,213.87,250.38,261.36,39.21,143.94,76.28
2020-04-13,466.31,475.77,517.24,232.98,91.78,58.83,82.17,80.15,100.72,212.59,249.56,267.54,39.29,144.09,75.01
2020-04-14,465.89,474.05,518.11,234.28,93.22,60.4,82.98,80.04,99.62,214.46,251.14,274.87,38.98,144.42,74.07
2020-04-15,462.47,481.34,516.11,235.98,92.19,61.35,83.87,79.97,99.49,211.61,255.01,275.25,38.72,143.67,74.5
2020-04-16,461.29,483.87,515.27,241.43,92.27,61.76,83.05,79.87,99.72,210.33,254.2,284.68,38.8,142.18,73.54
2020-04-17,463.31,483.5,515.05,246.53,93.05,61.36,84.01,79.93,99.97,212.88,256.4,283.31,38.14,139.68,72.56
2020-04-20,461.06,486.51,514.88,245.04,93.43,61.32,83.94,79.95,100.1,213.35,258.33,285.09,37.4,141.3,72.69
2020-04-21,457.7,477.17,515.36,248.92,93.41,61.04,84.26,79.78,100.48,213.74,261.29,290.95,37.7,141.98,71.84
2020-04-22,458.97,470.68,510.42,249.94,92.04,61.74,83.95,79.24,99.63,217.52,261.52,289.31,36.89,142.49,71.76
2020-04-23,460.25,463.89,507.18,251.24,91.42,61.9,84.62,79.0,99.78,218.01,258.62,283.97,36.49,144.15,71.21
2020-04-24,458.27,465.0,501.25,247.34,91.6,61.49,84.94,78.88,99.88,216.8,257.22,277.83,35.76,142.61,70.54
2020-04-27,456.45,475.42,506.1,247.06,91.0,61.25,84.4,78.82,100.06,216.35,258.43,285.97,35.58,140.49,68.88
2020-04-28,457.66,489.07,496.25,245.28,91.19,61.87,83.63,78.55,100.12,214.39,264.45,284.07,35.76,141.03,69.01
2020-04-29,451.62,493.29,501.88,247.32,91.78,62.76,82.67,78.44,99.17,216.65,262.95,283.55,35.82,141.46,68.06
2020-04-30,445.83,496.7,508.67,249.94,92.59,63.63,82.83,78.17,98.19,217.72,265.72,279.38,36.8,139.36,67.95
2020-05-01,443.01,485.73,507.44,245.16,91.62,64.07,83.25,78.15,96.55,219.77,264.72,283.25,37.27,139.86,67.57
2020-05-04,442.33,482.69,495.18,245.22,93.43,63.94,83.72,77.89,97.16,222.01,265.2,280.38,36.89,139.43,67.44
2020-05-05,443.84,478.19,493.7,247.94,94.09,62.13,83.68,77.7,97.77,221.31,270.37,278.67,36.4,138.5,67.34
2020-05-06,450.24,474.73,493.62,247.62,94.12,62.31,82.92,77.38,98.4,219.65,273.08,280.03,37.53,138.15,67.51
2020-05-07,454.1,474.01,489.12,249.44,95.06,62.33,82.49,77.36,98.64,219.61,268.91,276.1,38.0,135.23,66.98
2020-05-08,453.63,471.47,486.95,250.39,97.08,62.42,83.3,77.15,97.06,218.09,267.08,275.61,38.27,134.59,67.94
2020-05-11,453.77,460.0,494.21,251.32,95.88,62.47,83.0,77.38,96.31,218.44,271.41,281.17,38.31,133.81,66.54
2020-05-12,449.69,464.61,497.53,250.79,95.73,61.76,83.13,77.49,96.44,220.52,272.01,283.04,38.45,134.53,66.39
2020-05-13,449.82,458.6,493.4,248.03,93.75,62.08,82.43,77.48,96.55,220.26,268.18,283.75,37.81,134.4,67.04
2020-05-14,448.81,460.26,486.17,245.52,93.95,62.44,82.69,77.3,96.39,220.59,265.52,284.8,37.89,135.21,67.43
2020-05-15,450.39,472.56,484.88,247.28,94.28,62.84,82.41,77.4,96.67,220.47,267.98,283.47,37.94,132.23,66.7
2020-05-18,447.08,467.37,484.11,247.44,94.28,63.38,83.15,77.58,96.69,221.97,271.44,291.51,37.56,131.31,66.11
2020-05-19,449.49,452.75,486.59,247.24,93.77,63.73,83.71,77.62,96.78,220.81,271.61,288.44,37.35,132.01,65.38
2020-05-20,456.22,451.38,484.34,246.37,92.11,63.52,83.41,78.02,96.32,216.89,280.19,289.49,38.0,131.71,65.84
2020-05-21,455.96,457.91,486.89,245.77,92.45,63.5,83.35,78.15,97.04,217.78,283.21,290.15,37.96,132.75,65.31
2020-05-22,457.91,469.48,496.01,248.32,93.67,63.57,83.01,78.38,96.74,219.59,282.45,294.42,38.87,130.7,65.52
2020-05-25,461.12,462.49,500.05,247.65,93.21,63.64,82.08,78.42,95.77,220.45,279.66,299.13,38.11,131.6,65.74
2020-05-26,459.59,465.66,500.04,244.63,93.61,64.22,81.53,78.6,95.22,219.35,276.34,299.21,37.9,130.91,67.52
2020-05-27,460.78,463.21,499.39,246.47,92.35,64.61,81.7,78.41,94.98,217.36,277.61,300.63,37.25,130.12,67.79
2020-05-28,461.05,462.87,497.93,246.11,92.75,65.81,81.95,78.31,95.7,218.29,276.01,302.21,36.75,131.31,67.18
2020-05-29,461.7,478.56,503.7,246.3,92.46,67.11,82.08,78.4,95.68,218.6,281.94,292.91,36.42,132.72,66.09
2020-06-01,458.55,469.78,500.93,250.16,91.87,67.17,81.91,78.5,95.55,218.42,287.26,286.67,36.56,133.98,65.91
2020-06-02,458.87,471.57,501.37,250.23,91.29,64.92,82.57,78.63,94.65,221.73,289.67,284.47,36.69,136.45,65.84
2020-06-03,461.25,474.63,501.83,251.03,91.01,65.64,82.64,78.91,95.22,220.07,285.48,282.46,36.42,138.04,64.21
2020-06-04,467.79,481.4,499.67,248.35,91.35,65.35,83.15,78.57,94.76,223.32,283.18,277.97,35.51,137.13,63.71
2020-06-05,472.26,482.28,493.41,247.96,90.32,64.9,81.98,78.34,94.7,223.43,287.77,281.05,36.12,137.36,63.95
2020-06-08,482.09,484.44,495.13,249.5,90.04,64.69,79.38,78.4,95.76,220.13,285.84,281.26,36.01,136.98,63.58
2020-06-09,478.82,482.34,495.06,245.95,90.04,64.46,79.59,78.23,96.14,219.85,290.0,280.63,35.57,139.49,64.3
2020-06-10,483.0,484.26,497.61,246.54,89.2,64.82,78.7,79.07,94.97,221.63,291.85,275.94,35.69,140.91,63.18
2020-06-11,484.06,482.46,495.32,246.89,90.64,63.95,78.59,79.21,93.7,221.02,292.15,275.97,35.79,140.74,63.69
2020-06-12,494.31,486.52,501.25,247.1,89.99,63.36,78.43,79.2,93.66,218.41,289.68,266.12,35.67,141.89,64.37
2020-06-15,490.77,484.54,497.32,249.64,89.49,63.57,79.48,79.08,92.81,218.17,289.45,265.71,35.75,140.41,65.09
2020-06-16,487.11,487.13,505.58,250.55,88.75,63.94,79.77,78.97,93.28,216.69,290.26,266.13,35.29,140.78,63.95
2020-06-17,484.58,487.25,497.45,254.17,90.19,64.32,79.91,78.99,93.31,217.61,294.15,267.21,35.61,139.68,64.2
2020-06-18,475.09,494.45,499.71,251.9,90.66,63.89,80.49,79.03,93.44,219.04,290.98,261.61,35.22,137.66,63.73
2020-06-19,472.96,494.42,502.18,252.35,89.95,63.35,80.76,78.92,92.94,217.2,290.14,262.62,34.99,138.67,62.74
2020-06-22,469.79,483.67,498.62,252.67,90.86,63.09,80.49,78.86,94.18,215.99,290.41,259.01,35.26,139.84,62.46
2020-06-23,470.68,491.65,500.84,250.24,91.05,63.24,81.23,79.21,96.21,217.38,292.95,256.28,35.75,140.47,61.84
2020-06-24,472.42,486.33,507.11,252.62,91.29,64.09,80.53,79.56,96.01,215.91,289.72,259.01,36.41,140.3,62.51
2020-06-25,481.02,482.62,496.71,258.29,91.04,62.95,80.77,79.64,96.28,214.05,285.03,266.43,36.86,138.8,62.89
2020-06-26,485.57,479.28,499.29,258.37,90.47,62.84,79.78,79.31,96.35,212.03,287.56,266.81,36.73,137.44,62.09
2020-06-29,483.16,487.87,487.74,259.72,90.78,62.12,79.94,79.45,96.17,212.69,282.18,263.98,36.1,136.32,61.6
2020-06-30,479.29,475.03,483.5,260.06,90.37,61.23,80.1,79.85,95.58,213.28,286.86,264.86,36.69,136.1,61.35
2020-07-01,481.74,494.09,491.16,258.43,91.85,61.77,81.23,80.2,94.8,212.14,286.41,268.49,37.28,137.45,61.32
2020-07-02,475.96,500.96,488.67,254.1,90.86,62.09,80.22,80.4,93.99,212.2,280.94,271.0,37.01,138.8,62.04
2020-07-03,484.42,502.67,483.47,252.53,92.12,62.35,79.86,80.77,94.29,214.9,279.35,281.49,37.41,136.84,62.55
2020-07-06,490.05,502.62,482.77,249.33,92.06,62.87,80.43,80.79,93.93,213.24,280.79,278.9,37.28,136.06,62.6
2020-07-07,488.11,504.72,492.42,253.46,92.34,62.62,80.68,80.96,92.1,209.88,279.02,280.08,37.93,135.26,62.44
2020-07-08,480.45,508.34,484.11,253.31,93.05,62.4,80.84,80.8,92.42,210.71,279.2,286.29,37.72,132.3,61.2
2020-07-09,486.82,512.77,479.51,252.6,92.57,63.62,80.23,80.88,92.4,210.57,281.91,292.39,38.58,133.02,62.12
2020-07-10,486.53,516.67,486.51,254.84,93.3,63.5,79.88,81.23,93.35,209.4,281.31,284.7,38.93,132.79,61.82
2020-07-13,492.45,517.56,495.26,252.26,91.11,63.93,80.72,81.09,93.62,210.57,278.1,284.89,39.74,132.71,62.93
2020-07-14,485.26,516.58,494.99,250.55,90.56,63.95,80.72,80.88,92.58,212.06,277.16,290.95,39.55,134.34,63.09
2020-07-15,482.75,515.9,489.41,250.83,89.86,62.93,81.0,80.91,91.03,208.28,282.21,302.81,39.74,134.51,64.56
2020-07-16,483.0,514.94,499.32,253.39,88.9,61.81,80.96,80.87,90.54,207.21,288.31,305.98,39.32,134.06,65.03
2020-07-17,483.44,522.61,507.06,254.71,88.76,61.51,80.21,81.04,90.12,211.2,281.09,304.64,39.71,134.79,63.99
2020-07-20,481.62,526.82,510.53,255.43,89.09,62.1,80.85,80.93,90.77,212.26,285.07,300.6,40.13,136.11,63.56
2020-07-21,484.68,507.62,506.84,255.74,89.68,62.55,81.22,81.38,90.77,213.48,286.08,310.06,41.24,136.52,63.46
2020-07-22,480.02,512.12,506.82,256.83,89.9,63.07,82.78,81.06,91.55,215.58,289.52,313.41,41.48,137.41,62.85
2020-07-23,479.61,513.68,506.27,257.44,89.41,62.54,82.13,81.39,90.64,215.66,287.63,309.95,41.83,137.3,62.61
2020-07-24,480.38,513.86,508.08,255.06,89.73,63.45,82.71,81.2,91.31,217.12,281.34,309.3,41.62,137.26,61.65
2020-07-27,482.94,511.66,515.27,255.29,89.86,62.93,81.86,80.75,91.82,218.45,283.52,310.85,41.89,137.45,61.68
2020-07-28,486.42,519.21,519.77,252.83,90.63,63.06,81.99,80.82,90.42,219.47,280.27,313.41,41.73,136.6,61.86
2020-07-29,481.48,525.71,514.71,253.14,91.29,63.07,82.68,80.77,91.34,218.94,275.48,309.73,41.8,135.98,61.18
2020-07-30,474.73,520.91,521.63,252.11,91.34,63.0,81.31,80.5,91.41,219.3,271.01,307.32,41.89,137.69,62.54
2020-07-31,480.69,523.89,523.4,258.28,90.65,63.76,81.21,80.08,91.69,218.3,273.17,300.49,41.74,140.19,62.61
